,Year,Title,0,1,2,3,4,5,6,7
608,88,6731,15,15,15,8,8,8,8,8
609,37,1850,1,15,15,15,1,1,1,1
610,86,9789,7,7,7,13,13,13,13,13
611,68,3811,15,15,15,15,1,1,15,1
612,68,8729,16,16,1,16,16,1,16,1
613,23,9754,1,1,1,1,1,1,1,1
614,29,7701,15,15,15,15,15,15,15,15
615,51,1929,15,15,15,15,15,15,15,15
616,68,9084,16,16,16,16,16,16,16,16
617,68,6669,8,6,6,6,15,6,8,15
618,58,2640,15,15,15,15,15,15,15,15
619,23,8400,1,1,1,1,1,1,1,1
620,68,10311,15,8,15,15,15,8,15,8
621,23,7542,15,15,8,15,15,10,8,15
622,68,3334,15,15,15,15,15,15,15,15
623,23,8504,15,15,16,15,16,15,15,15
624,23,2899,17,17,17,17,13,7,17,7
625,68,702,11,15,11,15,15,15,11,15
626,68,6786,1,1,1,1,1,1,1,1
627,68,2876,1,1,1,1,1,1,1,1
628,23,9230,15,15,1,1,15,15,1,1
629,68,6579,15,15,15,15,15,15,15,15
630,23,4764,1,1,1,1,1,1,1,1
631,68,3358,16,16,16,16,16,16,16,16
632,23,10032,1,15,15,15,15,1,1,1
633,23,2591,15,8,8,15,15,15,15,15
634,88,8270,18,18,18,1,18,1,13,18
635,68,9103,15,15,15,15,15,15,15,15
636,23,9314,1,1,1,1,1,1,1,1
637,23,4112,1,1,1,1,1,1,1,1
638,68,4885,15,15,15,15,15,15,15,15
639,23,5973,11,11,11,11,15,11,11,11
640,23,5165,8,8,18,14,8,18,14,8
641,68,10171,1,15,1,15,1,1,1,15
642,23,2050,15,15,15,15,15,15,15,15
643,23,10184,1,1,1,1,1,1,1,1
644,68,9723,8,19,19,8,14,14,14,8
645,23,7768,6,4,18,4,6,4,4,18
646,23,2553,16,16,16,16,15,16,15,16
647,68,4827,1,1,1,1,1,1,1,1
648,23,1328,1,1,1,1,1,1,1,1
649,88,829,15,1,1,1,15,1,1,1
650,68,7229,15,17,17,15,17,17,15,15
651,61,322,10,15,8,10,8,8,8,10
652,23,903,15,15,15,15,15,15,15,15
653,23,8436,7,7,17,7,4,17,4,17
654,23,9380,8,8,8,8,8,8,8,8
655,23,7927,1,1,1,1,1,1,1,1
656,23,5370,1,1,1,1,1,1,1,1
657,68,9828,1,11,1,1,11,1,11,1
658,68,1697,15,11,15,15,16,11,11,11
659,23,9396,6,6,6,6,6,6,6,6
660,100,5183,15,15,15,15,15,15,15,15
661,43,269,15,15,15,15,15,15,15,15
662,23,8767,1,2,2,2,2,1,1,2
663,68,9737,15,15,15,15,15,15,15,15
664,23,9068,1,1,7,4,4,2,7,13
665,64,5839,18,2,18,18,18,2,18,2
666,88,9012,8,15,15,15,15,8,15,15
667,23,5117,15,15,15,15,15,15,15,15
668,51,9592,15,15,15,15,15,15,8,15
669,68,306,15,15,15,15,15,15,15,15
670,57,3522,8,15,15,14,2,14,14,8
671,72,268,10,10,10,10,10,10,10,10
672,88,3111,15,15,5,15,5,5,15,15
673,51,8340,5,5,5,5,5,5,5,5
674,46,4532,15,15,15,15,15,15,15,15
675,23,2708,15,15,15,15,15,15,15,15
676,88,5432,15,15,15,15,16,16,15,16
677,68,6057,6,18,18,11,11,6,1,11
678,68,8764,16,15,16,16,16,15,16,16
679,23,7534,16,1,1,16,16,16,16,1
680,23,8578,8,2,2,2,8,2,2,2
681,88,7437,15,15,15,15,15,15,15,15
682,23,3418,6,15,10,10,15,10,10,15
683,23,832,14,14,8,14,8,14,14,14
684,68,2537,8,8,15,15,8,15,15,8
685,23,1753,16,16,15,16,15,16,15,15
686,68,793,15,15,15,15,15,15,15,15
687,29,5000,15,15,15,15,15,15,15,15
688,68,7458,1,1,1,1,1,1,1,1
689,31,10264,15,15,15,15,15,15,15,15
690,64,4667,15,15,15,15,15,15,15,15
691,23,4630,15,15,15,15,15,15,15,15
692,23,2555,6,18,6,6,18,6,6,18
693,23,8238,1,1,1,1,1,1,1,1
694,23,2653,15,15,15,15,15,15,15,15
695,23,698,15,10,10,8,8,15,8,15
696,23,2307,16,16,16,1,1,1,16,16
697,71,3202,7,1,18,13,17,18,7,17
698,23,5532,1,1,1,1,1,1,1,1
699,23,2031,18,18,18,18,13,13,18,18
700,88,4741,8,8,15,16,10,15,16,15
701,88,5787,15,15,15,15,15,15,15,15
702,68,2984,14,14,15,15,15,14,9,15
703,68,9924,16,16,16,15,16,15,15,16
704,60,6107,10,10,10,10,10,10,10,10
705,68,5561,1,1,1,1,1,1,1,1
706,51,9732,1,4,1,1,1,1,4,4
707,23,4474,1,1,1,1,1,1,1,1
708,23,3288,18,7,18,1,7,18,7,18
709,68,4954,15,15,15,15,15,15,15,15
710,23,9544,5,5,5,5,5,5,5,5
711,20,7150,15,15,15,15,15,15,15,15
712,23,748,15,1,19,4,8,1,4,15
713,23,8006,1,1,1,1,1,1,1,1
714,23,930,15,15,15,15,15,15,15,15
715,68,564,5,5,5,5,5,5,5,5
716,68,8235,1,1,1,1,1,1,1,1
717,68,2156,15,15,15,15,15,15,15,15
718,88,4120,15,15,15,15,15,15,15,15
719,23,9954,8,8,10,10,10,10,10,8
720,23,8214,10,10,10,10,10,10,10,10
721,23,4627,8,6,18,6,8,6,6,6
722,23,4099,1,1,1,1,1,1,1,1
723,88,2028,19,19,19,1,19,19,1,19
724,23,4915,16,16,8,16,16,6,18,16
725,23,6457,2,6,2,6,6,6,6,2
726,68,2501,15,15,15,15,15,15,15,15
727,23,2196,1,1,1,1,1,1,1,1
728,68,4572,7,2,7,7,2,7,7,2
729,23,7587,19,19,8,8,19,8,19,19
730,23,778,1,1,1,1,1,1,1,1
731,68,5452,15,15,15,15,15,15,15,15
732,68,3662,1,13,7,1,7,7,7,13
733,65,1145,12,12,12,12,12,12,12,12
734,23,9869,1,1,1,1,1,1,1,1
735,23,10010,6,6,2,6,6,8,6,8
736,36,5177,15,15,15,15,15,15,15,15
737,69,1138,1,11,11,11,11,1,1,11
738,31,10375,1,19,19,19,1,1,19,19
739,31,7530,16,16,5,1,5,5,5,16
740,68,8183,1,1,1,1,1,15,15,1
741,68,9263,18,13,18,13,18,18,18,13
742,99,10425,15,15,13,13,13,15,15,13
743,88,6664,5,5,5,5,5,5,5,5
744,88,8773,15,15,15,15,15,15,15,15
745,31,2125,15,15,15,15,15,15,15,15
746,88,6456,5,5,5,5,5,5,5,5
747,51,2381,11,11,15,15,15,15,15,15
748,23,6927,18,6,18,18,18,6,18,18
749,23,7929,10,10,1,10,1,10,10,1
750,23,6534,1,15,15,1,1,15,15,1
751,68,4687,15,15,15,16,15,16,15,16
752,23,7504,1,15,1,1,15,1,15,15
753,23,5613,15,15,15,15,15,15,15,15
754,68,3338,1,1,1,1,15,15,1,1
755,68,3785,15,15,15,15,15,15,15,15
756,23,820,5,5,5,5,5,5,5,5
757,107,6493,15,15,15,15,15,15,15,15
758,45,6128,15,15,1,15,15,15,1,1
759,31,4673,1,1,1,1,1,1,1,1
760,37,7495,15,15,15,15,15,15,15,15
761,94,4730,15,15,15,15,15,15,15,15
762,64,626,19,14,14,19,14,14,19,14
763,88,9424,1,1,1,1,15,15,1,1
764,68,7345,11,11,11,11,11,11,11,11
765,23,1718,1,1,10,15,15,10,15,10
766,49,5827,15,15,15,15,16,16,15,15
767,23,8167,18,18,11,11,18,6,2,6
768,23,8338,15,15,15,15,15,15,15,15
769,23,7563,8,15,8,8,15,15,8,8
770,23,3157,7,7,13,7,13,17,13,13
771,23,2439,1,1,1,8,8,1,8,1
772,23,951,1,1,1,1,1,1,1,1
773,23,7267,6,8,6,6,6,8,15,6
774,68,6855,5,5,5,5,5,5,5,5
775,23,2600,2,16,16,2,4,1,4,1
776,58,2515,15,15,15,15,15,15,15,15
777,88,2029,15,15,15,15,15,15,15,15
778,88,2534,5,5,5,5,5,5,5,5
779,45,9291,4,4,4,4,4,4,4,4
780,51,7537,15,15,15,15,15,15,15,15
781,88,5721,1,15,1,15,15,1,15,15
782,88,1404,15,15,15,15,15,15,15,15
783,78,2976,15,15,15,15,15,15,15,15
784,29,8216,1,1,1,1,1,1,1,1
785,23,7417,18,6,8,15,8,15,15,15
786,23,8768,8,8,1,8,8,1,8,19
787,23,7791,15,15,15,15,15,15,15,15
788,23,5380,1,13,1,13,1,1,1,1
789,23,7108,16,16,16,15,16,16,16,15
790,23,566,16,16,15,15,15,16,15,1
791,23,3176,16,16,1,1,1,16,1,1
792,23,6372,8,15,8,8,15,8,15,15
793,23,8181,10,10,10,15,15,15,15,10
794,68,3341,16,1,16,1,16,1,1,16
795,23,5845,18,13,18,18,13,13,18,18
796,23,8296,6,18,6,6,6,18,18,18
797,23,5831,1,1,13,13,1,13,1,4
798,88,6839,15,15,15,15,15,15,15,15
799,23,10030,1,1,1,1,1,1,1,1
800,68,3941,15,15,15,15,15,15,15,15
801,23,7583,8,8,8,8,8,14,6,14
802,68,2224,15,15,15,15,15,15,15,15
803,23,3868,1,1,1,1,1,1,1,1
804,51,3164,15,15,1,1,15,1,1,15
805,41,8677,15,15,15,15,15,15,15,15
806,68,505,16,16,16,16,16,16,16,16
807,31,7667,15,15,15,15,15,15,15,15
808,50,7212,15,15,15,15,15,15,15,15
809,51,1994,15,15,15,15,15,15,15,15
810,23,7920,16,1,1,1,16,16,1,16
811,68,3555,15,15,15,15,15,15,15,15
812,68,949,15,15,15,15,15,15,15,15
813,23,8927,13,18,13,13,13,13,13,13
814,23,8745,1,1,1,17,4,17,17,4
815,23,1788,1,1,1,1,1,1,1,1
816,68,8273,15,15,15,15,15,15,15,15
817,23,7663,6,8,10,15,10,15,8,8
818,23,8483,1,1,1,1,1,1,1,1
819,23,8783,1,1,1,1,1,1,1,1
820,23,8379,15,15,15,15,15,15,15,15
821,23,9121,18,6,8,18,18,6,6,18
822,23,2357,4,1,1,13,4,13,13,13
823,23,7059,16,15,1,1,1,16,1,16
824,23,7304,8,8,8,6,8,6,6,8
825,23,295,1,13,1,1,13,13,13,1
826,43,8208,19,19,19,19,19,19,19,19
827,23,7528,1,19,19,19,19,1,19,19
828,68,617,15,15,15,15,15,15,15,15
829,88,9899,15,15,15,15,15,15,15,15
830,88,3026,15,15,15,15,15,15,15,15
831,68,154,15,15,15,15,15,15,15,15
832,23,2430,15,15,1,15,1,1,1,1
833,23,10470,15,15,15,15,15,15,15,15
834,23,8568,18,18,2,6,8,2,6,18
835,68,4657,15,10,15,15,10,15,10,10
836,23,5041,15,15,15,15,15,15,15,15
837,23,9882,1,16,1,16,15,15,16,1
838,29,7692,15,15,15,15,15,15,15,15
839,32,10116,15,15,15,15,15,15,15,15
840,58,2410,15,15,15,15,15,15,15,15
841,51,6149,1,1,1,1,1,1,1,1
842,24,9105,15,15,15,15,15,15,15,15
843,55,7790,10,10,10,15,15,15,15,15
844,23,5740,5,5,5,5,5,5,5,5
845,88,8097,1,1,1,1,1,1,1,1
846,31,2270,1,8,8,8,8,1,8,6
847,23,1354,15,15,15,15,15,15,15,15
848,68,2558,1,15,15,1,1,15,15,1
849,23,1004,15,15,15,15,15,15,15,15
850,23,9793,8,10,16,15,10,10,10,16
851,23,3779,10,1,1,1,10,10,10,1
852,29,2985,1,1,1,1,1,1,1,1
853,23,4564,10,10,10,10,10,10,10,10
854,49,3081,1,1,1,1,1,1,1,1
855,23,7910,1,1,1,1,1,1,1,1
856,88,6539,15,15,15,15,15,15,15,15
857,89,4634,15,15,15,15,15,15,15,15
858,68,473,10,10,15,10,10,10,10,10
859,88,7416,15,15,15,15,15,15,15,15
860,51,3013,10,8,10,1,1,10,8,10
861,23,4928,15,15,15,15,15,15,15,15
862,68,6621,15,15,15,15,15,15,15,15
863,49,9234,8,8,8,8,19,19,8,19
864,23,1778,2,2,2,2,8,2,8,2
865,23,1313,1,1,13,1,1,13,13,1
866,23,9102,15,15,8,15,15,8,8,15
867,23,714,15,15,15,15,15,15,15,15
868,23,7042,4,15,13,13,13,13,4,15
869,23,7482,6,6,6,6,6,6,6,6
870,39,9813,15,15,15,15,15,15,15,15
871,68,7423,17,7,18,7,15,7,15,13
872,88,7839,16,16,15,16,16,15,16,15
873,71,9241,8,8,8,8,8,8,8,8
874,68,10093,19,8,19,19,19,8,8,19
875,23,4979,15,1,1,15,16,15,1,15
876,23,1233,15,15,15,15,15,15,15,15
877,38,4708,16,16,16,16,16,16,16,16
878,31,5543,15,15,15,15,15,15,15,15
879,88,5409,15,15,15,15,15,15,15,15
880,36,1835,16,11,15,18,18,18,11,15
881,97,8224,16,1,1,1,1,1,16,1
882,70,5274,17,1,17,16,16,1,17,16
883,105,5800,17,16,17,16,16,16,17,17
884,62,8159,17,1,17,17,17,1,17,17
885,82,8431,16,15,16,15,16,16,16,15
886,32,4655,15,8,8,15,14,14,16,15
887,35,5746,14,8,8,14,8,8,14,8
888,80,313,16,16,1,16,16,1,1,1
889,79,2434,8,15,8,15,15,8,15,8
890,80,6305,16,17,17,1,16,16,17,16
891,43,9048,14,18,18,8,8,14,8,18
892,61,1033,15,15,15,16,15,1,1,15
893,43,1694,1,1,1,1,10,10,1,10
894,47,8453,8,10,10,1,14,8,10,16
895,109,3588,16,16,15,15,16,15,16,15
896,108,8486,14,12,12,14,12,14,12,14
897,69,4859,1,16,15,1,17,17,16,17
898,35,1235,16,16,1,1,16,16,1,1
899,76,7060,1,16,16,16,16,1,1,1
900,73,1934,13,15,13,13,15,15,13,13
901,79,7385,17,17,17,17,17,17,17,17
902,73,3446,18,13,4,17,17,18,17,4
903,73,186,16,15,15,15,16,15,11,15
904,94,6487,1,1,1,1,1,1,1,1
905,99,6009,16,12,16,15,16,12,12,12
906,108,4876,14,14,15,14,15,15,15,15
907,64,1901,2,18,18,18,18,18,2,2
908,74,9657,16,18,16,16,16,18,18,16
909,99,5820,15,15,15,15,15,15,15,15
910,73,3335,1,1,1,1,1,1,1,1
911,97,3791,15,8,15,8,16,16,15,8
912,97,7940,14,14,15,14,14,15,12,12
913,107,1907,16,8,8,8,12,12,8,16
914,22,2539,8,8,8,8,8,16,14,8
915,62,7187,16,16,16,16,16,16,16,16
916,100,3349,8,16,8,16,10,8,16,10
917,99,3362,1,1,1,1,1,1,1,1
918,76,7520,1,17,17,17,17,17,17,17
919,73,2948,16,1,16,16,16,16,16,16
920,62,7521,1,1,16,1,1,1,1,1
921,32,6536,17,17,17,17,17,17,17,17
922,32,462,15,15,15,1,15,15,1,1
923,90,2579,16,6,16,18,6,6,18,18
924,97,9672,18,18,18,18,18,18,18,18
925,79,8809,10,14,12,10,10,12,14,10
926,74,1450,15,4,15,4,16,15,4,15
927,98,9613,15,15,15,15,15,15,15,15
928,33,10035,17,16,16,1,16,17,17,16
929,109,3447,1,11,15,11,1,15,11,1
930,103,3233,1,1,1,1,1,1,1,1
931,41,9751,15,15,15,15,15,15,15,15
932,100,4408,15,15,15,15,15,15,15,15
933,80,886,14,1,14,14,14,14,1,14
934,97,3613,16,1,16,1,1,16,16,1
935,41,9849,18,1,1,1,1,18,18,1
936,107,7858,4,4,4,16,4,15,4,4
937,73,991,15,15,15,15,15,15,15,15
938,90,8456,1,1,1,1,1,1,1,1
939,108,1938,15,15,15,16,16,16,15,15
940,44,692,15,15,15,15,15,15,15,15
941,36,3746,1,14,14,14,1,14,14,14
942,80,6467,15,15,15,15,15,15,15,15
943,107,4310,15,15,15,15,15,15,10,15
944,103,4700,15,15,15,15,15,15,15,15
945,73,7708,15,15,10,15,15,10,15,15
946,24,3166,17,17,17,17,17,17,17,17
947,74,2423,9,9,16,16,9,9,16,9
948,33,9399,14,14,8,8,15,15,14,14
949,22,7785,11,11,11,11,11,11,11,11
950,36,7382,9,9,9,9,9,9,9,9
951,64,10192,2,2,8,2,8,2,2,19
952,105,3935,16,11,11,18,18,1,16,11
953,76,4905,15,18,18,15,10,18,1,18
954,32,8879,15,15,15,15,15,15,15,15
955,35,4999,15,15,15,15,15,15,15,15
956,108,7685,15,1,1,1,1,15,15,1
957,90,9335,16,16,16,15,16,15,15,15
958,98,10514,1,17,17,17,1,1,17,17
959,30,2258,16,16,11,16,16,11,11,11
960,103,4918,14,14,14,14,14,14,14,14
961,68,6111,11,11,11,15,11,11,15,11
962,111,3925,6,6,6,6,6,6,6,6
963,49,5349,15,15,15,15,15,15,15,15
964,100,2151,15,15,15,15,15,15,15,15
965,68,7331,16,16,16,16,16,16,16,16
966,23,3725,15,1,15,15,1,15,1,1
967,68,9868,5,5,5,5,5,5,5,5
968,23,2404,18,18,18,13,18,18,18,13
969,49,577,15,15,16,16,16,15,15,16
970,23,7171,1,1,1,1,1,1,1,15
971,68,5322,15,15,15,15,15,15,15,15
972,23,6659,6,8,8,8,8,8,18,8
973,23,1810,15,15,15,15,15,15,15,15
974,23,2003,8,8,8,8,8,8,8,8
975,23,2137,15,15,15,15,15,15,15,15
976,23,3422,1,1,15,1,1,1,15,1
977,23,6100,15,8,15,6,15,10,10,8
978,23,5443,15,8,8,15,15,8,8,8
979,23,806,10,10,10,10,10,6,10,6
980,23,3063,12,12,10,12,12,12,12,10
981,23,4900,10,10,10,10,10,10,10,10
982,75,5048,1,1,1,1,1,1,1,1
983,23,3356,1,1,1,1,1,1,1,1
984,23,1533,15,8,15,8,15,15,8,8
985,23,3276,8,6,8,8,6,8,8,6
986,23,357,1,13,1,1,1,1,13,13
987,23,10380,15,15,15,15,15,15,15,15
988,60,9712,9,9,1,9,9,9,1,13
989,100,3863,18,9,18,18,9,18,9,9
990,60,8962,4,4,18,13,18,18,4,18
991,63,10105,1,1,1,1,1,1,1,1
992,78,1846,13,1,1,13,1,18,18,18
993,62,2185,15,15,13,15,13,15,13,13
994,82,9927,1,1,1,13,16,13,13,16
995,61,5055,15,1,1,13,13,15,1,13
996,51,3043,13,13,13,13,13,13,18,15
997,43,1755,1,1,13,13,13,1,13,13
998,61,5923,18,13,18,13,13,13,18,18
999,57,4594,13,13,13,14,14,14,13,13
1000,35,6594,13,4,2,4,2,4,4,2
1001,51,8740,1,1,1,1,1,1,1,1
1002,88,3709,1,13,1,13,1,13,1,13
1003,99,1505,7,17,7,4,16,16,4,13
1004,64,1417,7,7,7,7,13,13,13,17
1005,22,7204,17,13,7,17,17,7,17,17
1006,47,5224,17,7,13,13,17,7,13,13
1007,24,2738,15,13,15,13,15,15,15,13
1008,29,649,15,18,15,15,15,18,18,15
1009,69,8246,17,13,4,1,13,17,13,13
1010,108,2981,7,17,17,15,17,15,17,17
1011,92,3036,18,7,13,17,18,17,18,13
1012,67,8107,13,18,18,13,17,18,18,18
1013,105,5309,7,17,7,17,17,13,18,17
1014,72,2612,15,13,13,13,15,7,7,15
1015,23,4871,15,1,15,1,15,15,8,15
1016,57,9803,17,16,17,16,16,16,17,17
1017,71,4126,10,6,6,6,10,10,8,10
1018,31,6068,2,2,8,8,2,6,2,6
1019,23,5918,15,15,15,15,15,15,15,15
1020,68,4980,5,5,5,5,5,5,5,5
1021,23,5202,15,15,15,15,15,15,15,15
1022,23,890,15,15,15,15,15,15,15,15
1023,23,2099,1,15,15,15,1,1,15,15
1024,23,6708,16,15,16,16,15,15,16,15
1025,23,7975,15,15,15,15,15,15,15,15
1026,23,8277,15,1,15,1,15,1,1,1
1027,23,1954,15,16,16,15,15,16,16,16
1028,23,2345,8,15,6,8,15,15,15,8
1029,23,3350,6,18,18,6,6,18,6,6
1030,23,8678,15,5,15,5,15,5,15,15
1031,23,4320,15,15,15,15,15,15,15,15
1032,23,1542,15,15,15,15,15,15,15,15
1033,23,2228,16,15,10,10,15,16,10,16
1034,23,3318,15,15,15,15,15,15,15,15
1035,49,7722,8,8,8,8,8,8,8,8
1036,23,7838,15,15,15,15,15,15,15,15
1037,23,4479,16,1,1,17,1,1,1,16
1038,23,5533,15,15,15,15,15,15,15,15
1039,23,3482,15,15,16,16,16,15,15,15
1040,23,6737,1,1,15,1,1,15,15,15
1041,23,2358,8,8,8,8,8,8,8,8
1042,23,8913,15,15,15,15,15,15,15,15
1043,23,7908,15,15,15,15,15,15,15,15
1044,23,7978,7,1,1,13,1,7,1,7
1045,99,4367,14,14,14,14,14,14,14,14
1046,98,2376,17,17,1,17,16,16,1,17
1047,98,6278,16,1,17,16,17,1,1,17
1048,74,2875,12,12,10,12,10,12,10,10
1049,79,750,12,12,8,12,8,8,8,12
1050,70,7595,18,18,18,18,18,18,18,18
1051,88,6173,11,11,16,16,16,16,11,11
1052,67,4623,1,1,1,17,4,13,1,4
1053,88,10154,16,16,1,1,1,1,16,16
1054,82,6952,19,8,15,15,19,19,19,8
1055,37,1210,1,2,2,2,2,1,2,1
1056,67,9693,1,1,11,11,1,1,11,1
1057,71,7154,10,10,1,10,1,1,1,10
1058,75,4953,1,1,1,1,18,18,1,18
1059,94,6661,1,1,1,17,16,1,17,1
1060,55,6955,15,15,15,15,15,15,15,15
1061,57,8438,17,1,1,1,17,1,1,1
1062,50,5267,10,10,15,15,15,15,15,15
1063,32,4057,15,15,15,15,18,18,18,15
1064,35,6607,8,14,14,8,8,14,14,8
1065,68,4332,17,17,17,17,17,17,17,17
1066,45,10188,15,17,17,17,15,15,16,16
1067,31,9036,15,8,15,15,8,8,10,10
1068,20,4097,11,15,11,11,11,11,11,11
1069,66,9119,1,1,1,1,1,1,1,1
1070,31,5644,14,14,8,14,14,14,8,8
1071,29,8493,17,17,17,17,17,17,15,17
1072,31,8392,16,11,15,11,15,16,15,15
1073,31,10478,15,15,15,15,15,15,15,15
1074,94,7607,15,15,15,15,15,15,15,15
1075,94,2679,2,15,2,2,2,15,2,13
1076,23,6920,1,1,1,1,1,1,1,1
1077,90,9311,15,15,15,15,15,15,15,15
1078,58,5512,15,6,16,15,16,16,6,16
1079,20,5037,6,16,16,16,6,16,16,16
1080,23,9024,6,6,6,6,6,6,6,6
1081,100,3803,15,15,15,15,15,15,15,15
1082,105,7831,15,15,15,15,15,15,15,15
1083,23,2362,19,19,19,19,19,19,19,19
1084,23,5739,5,5,5,5,5,5,5,5
1085,29,885,1,1,1,1,1,1,1,1
1086,23,4248,15,15,15,15,15,15,15,15
1087,23,5816,6,6,6,6,6,6,6,6
1088,23,2931,5,5,5,5,5,5,5,5
1089,23,4355,1,15,6,15,1,6,6,15
1090,23,7904,1,1,1,1,1,1,1,1
1091,23,6320,15,15,10,15,15,15,15,15
1092,68,2211,15,1,1,15,1,15,1,1
1093,68,2015,15,15,15,15,15,15,15,15
1094,23,10281,15,15,15,15,15,15,15,15
1095,68,6568,18,9,18,18,9,18,18,9
1096,49,3378,15,15,15,15,15,15,15,15
1097,23,8501,15,1,1,1,15,15,15,15
1098,23,5753,15,15,15,15,15,15,15,15
1099,68,4136,5,5,5,5,5,5,5,5
1100,23,8946,5,5,5,5,5,5,5,5
1101,72,2449,15,15,15,15,15,15,15,15
1102,60,6744,1,10,1,10,1,1,10,1
1103,29,172,4,4,1,1,1,4,4,4
1104,66,2400,8,6,2,2,8,8,2,8
1105,46,5376,19,19,19,19,19,19,19,19
1106,72,5454,8,6,6,18,8,18,8,2
1107,46,2578,14,19,19,14,19,19,14,19
1108,20,4544,15,15,15,15,15,15,15,15
1109,20,5598,15,15,15,15,15,15,15,15
1110,88,5599,1,1,1,1,15,1,1,15
1111,51,2490,15,6,6,6,6,6,6,6
1112,46,2162,1,1,1,1,1,1,1,1
1113,60,10018,1,1,1,1,1,1,1,1
1114,23,4519,16,16,16,16,16,16,16,16
1115,68,2964,15,15,15,15,15,15,15,15
1116,23,3040,15,15,15,15,15,15,15,15
1117,23,10493,15,15,15,15,15,15,15,15
1118,68,5312,15,15,15,15,15,15,15,15
1119,23,4397,15,15,15,15,15,15,15,15
1120,23,6284,1,1,1,1,1,1,1,1
1121,23,1379,5,5,5,5,5,5,5,5
1122,23,3950,5,5,5,5,5,5,5,5
1123,68,3822,1,1,1,1,15,15,1,15
1124,23,4969,5,5,5,5,5,5,5,5
1125,51,7338,10,1,7,7,1,7,7,1
1126,88,4001,5,15,5,5,15,5,15,5
1127,94,602,15,15,15,15,15,15,15,15
1128,88,944,8,1,8,8,1,8,7,1
1129,65,7650,12,12,12,8,12,10,12,8
1130,65,6294,12,12,12,12,12,12,12,12
1131,74,7615,12,12,12,12,12,12,12,12
1132,20,6319,15,15,15,15,15,15,15,15
1133,79,6185,15,15,15,15,15,15,15,15
1134,107,292,15,15,15,15,15,15,15,15
1135,33,3065,1,1,1,1,1,1,1,1
1136,33,9619,16,16,16,16,16,16,16,16
1137,80,436,1,1,1,1,1,1,1,1
1138,75,8567,15,11,11,11,11,11,11,11
1139,55,1964,15,1,15,1,1,15,15,15
1140,88,1665,15,15,15,15,15,15,15,15
1141,42,586,15,15,15,15,15,15,15,15
1142,23,4944,15,15,15,8,15,8,8,15
1143,49,3088,1,1,1,1,1,1,1,1
1144,23,1336,1,1,1,1,1,1,1,1
1145,23,4345,6,6,19,19,19,18,6,6
1146,58,7239,5,5,5,5,5,5,5,5
1147,68,2795,6,6,6,6,6,6,6,6
1148,31,7548,1,1,1,1,1,1,1,1
1149,66,3982,15,15,15,15,15,1,15,1
1150,66,4581,15,15,15,15,15,15,15,15
1151,88,2052,1,1,1,1,1,1,1,1
1152,29,6455,16,16,16,1,15,1,15,1
1153,29,3494,4,16,4,4,16,16,15,15
1154,31,467,16,16,15,16,16,15,15,16
1155,62,9956,11,15,15,15,11,15,11,15
1156,58,9824,15,15,15,15,15,12,15,10
1157,29,8708,1,1,1,1,1,1,1,1
1158,49,7764,9,9,9,9,9,9,9,9
1159,23,7817,16,15,15,11,16,15,11,15
1160,29,4560,15,1,15,11,15,11,1,11
1161,66,5708,15,15,15,15,15,15,15,15
1162,66,10521,15,15,15,15,15,15,15,15
1163,31,8761,15,15,15,15,15,15,15,15
1164,31,6542,1,16,1,1,16,1,16,16
1165,71,978,5,5,5,5,5,5,5,5
1166,58,8370,10,10,16,10,16,15,15,16
1167,29,10040,5,5,5,5,17,5,17,5
1168,58,5221,5,5,5,5,5,5,5,5
1169,60,7538,15,1,15,1,1,15,15,1
1170,101,3376,1,1,1,1,1,1,1,1
1171,46,1930,18,6,2,2,18,18,2,18
1172,45,1495,18,18,18,18,18,18,1,16
1173,72,4591,18,18,6,18,18,6,6,6
1174,111,4466,1,4,2,16,4,4,16,1
1175,20,2606,19,19,6,6,6,19,8,19
1176,42,7470,6,6,6,18,9,9,9,9
1177,45,7329,1,1,1,1,1,1,1,1
1178,62,3590,15,15,15,15,15,15,15,15
1179,27,6910,15,15,15,11,15,11,11,18
1180,67,6705,8,8,10,10,8,8,10,8
1181,27,1156,15,15,15,15,15,15,15,15
1182,75,10103,15,15,6,11,15,11,15,6
1183,64,9689,9,6,15,6,15,15,15,15
1184,113,9858,2,6,6,18,6,2,2,6
1185,45,6159,1,16,4,15,1,16,16,4
1186,24,6811,12,8,14,12,14,14,12,8
1187,58,4921,10,15,10,10,15,15,15,15
1188,75,9041,6,6,2,6,2,8,8,8
1189,51,8359,18,18,4,19,19,1,18,19
1190,71,9905,18,15,15,15,18,16,16,18
1191,111,1070,15,11,11,15,11,15,11,11
1192,66,4833,15,15,10,10,10,8,8,8
1193,61,5353,8,8,8,19,19,8,19,8
1194,46,8548,17,6,1,6,18,18,17,18
1195,78,8600,15,15,10,15,15,10,10,10
1196,45,5062,15,11,11,15,11,11,11,15
1197,66,5140,2,18,2,13,13,18,2,2
1198,66,2946,11,11,15,15,15,15,11,15
1199,48,6586,15,15,15,15,15,15,15,15
1200,70,2702,1,1,16,16,1,1,16,16
1201,48,1359,15,15,15,8,8,10,15,15
1202,46,7431,15,15,15,15,15,15,15,15
1203,92,7203,16,16,1,1,1,1,16,1
1204,113,4733,15,15,15,15,15,15,15,15
1205,75,7949,14,2,15,15,14,2,2,15
1206,72,1872,15,6,6,15,15,15,11,15
1207,37,3552,1,1,10,10,1,1,1,1
