,Year,Title,0,1,2,3,4,5,6,7,8,9
518,84,683,15,15,0,0,0,15,0,15,15,0
519,26,2855,8,17,8,8,8,17,8,8,17,8
520,84,1894,9,9,13,9,12,15,15,13,15,15
521,84,6568,11,18,18,11,11,18,18,11,11,11
522,116,8017,11,11,7,8,11,11,19,19,7,19
523,84,8414,8,19,8,19,7,8,7,8,7,19
524,84,6976,12,12,12,12,12,12,12,12,12,12
525,84,1112,15,15,0,0,15,0,15,15,15,0
526,60,1998,15,15,15,15,12,15,15,12,15,15
527,64,406,18,18,1,18,1,18,1,18,18,1
528,26,8962,12,12,15,12,15,12,12,12,15,12
529,26,8654,0,0,12,12,0,0,0,12,0,12
530,84,6356,12,12,12,12,12,12,12,12,12,12
531,84,1977,12,12,12,12,12,12,12,12,12,12
532,26,8980,13,13,13,13,13,15,13,15,13,13
533,84,2229,4,4,13,4,13,9,13,13,4,15
534,84,6602,2,2,0,1,17,0,17,1,17,1
535,26,7747,16,16,15,15,16,16,16,15,15,16
536,26,8833,12,12,12,12,12,12,12,12,12,12
537,26,5595,12,12,12,12,12,12,12,12,12,12
538,84,6177,15,15,15,15,12,15,12,12,15,15
539,26,6319,15,15,15,15,15,15,15,15,15,15
540,84,7843,12,12,12,12,12,12,12,12,12,12
541,26,3001,0,0,0,0,0,0,0,0,0,0
542,84,7058,12,12,12,15,12,15,15,12,12,15
543,84,3308,13,15,15,15,15,15,15,15,15,15
544,26,8698,15,15,15,15,15,15,15,15,15,15
545,84,3364,16,9,15,16,7,16,15,15,7,16
546,84,2042,13,13,13,13,11,11,13,13,13,11
547,26,857,12,12,15,15,12,15,15,15,12,12
548,84,4312,15,15,15,15,15,15,15,15,15,15
549,84,7906,17,17,7,17,11,7,17,11,17,17
550,84,2390,12,12,12,12,12,12,12,12,12,12
551,84,1826,18,18,1,11,2,17,1,18,17,1
552,84,5174,13,13,13,13,13,13,13,13,13,13
553,84,8428,12,12,12,12,12,12,12,12,12,12
554,26,7893,15,12,12,16,16,15,16,15,12,12
555,84,7678,7,7,7,7,7,7,7,7,7,7
556,97,7545,15,15,15,15,15,15,15,15,15,15
557,67,971,15,15,15,15,15,15,15,15,15,15
558,84,7234,19,12,12,19,12,19,12,12,12,12
559,84,4996,17,12,1,18,1,17,18,1,18,1
560,139,5717,12,12,12,11,11,19,11,11,12,19
561,114,8175,15,13,15,13,13,13,15,13,15,15
562,26,5412,15,15,15,15,15,15,15,15,15,15
563,72,7862,19,4,13,15,0,4,0,19,4,0
564,84,5130,15,15,15,15,15,15,15,15,15,15
565,26,7830,12,16,16,12,12,11,12,11,7,16
566,84,303,0,12,12,0,0,12,0,12,12,0
567,84,4327,13,7,19,13,19,19,7,19,13,7
568,84,7866,15,7,7,9,7,7,15,15,9,9
569,84,4614,4,13,13,4,13,13,4,13,4,13
570,84,8830,0,15,15,0,15,0,15,15,0,15
571,26,264,15,15,15,15,15,15,15,15,15,15
572,26,8975,12,12,12,12,12,12,12,12,12,12
573,84,7407,15,15,15,15,15,15,15,15,15,15
574,84,3768,7,11,7,11,11,11,7,11,11,7
575,84,5361,15,15,15,15,15,15,15,15,15,15
576,84,241,15,15,13,15,15,13,13,9,9,9
577,84,6490,12,12,12,12,0,0,0,0,12,0
578,42,3017,2,18,1,12,1,18,2,11,18,2
579,84,3940,12,12,12,12,12,12,12,12,12,12
580,84,5386,18,18,18,18,18,18,18,18,18,11
581,26,4716,5,15,4,5,5,5,5,5,15,15
582,26,4759,15,15,0,15,15,15,15,15,0,15
583,114,5467,12,12,17,12,12,12,19,17,19,17
584,84,8971,12,12,12,12,12,12,12,12,12,12
585,84,7803,1,12,1,12,1,11,11,1,11,12
586,84,3502,10,10,10,10,10,10,10,10,10,10
587,84,2147,17,17,17,17,8,8,17,17,8,15
588,84,4268,12,12,12,12,12,12,12,12,12,12
589,84,985,15,15,15,15,15,15,15,15,15,15
590,26,9490,12,12,12,12,12,12,12,12,12,12
591,84,445,13,13,13,9,9,9,9,9,13,9
592,84,4959,7,7,7,13,11,7,11,11,7,13
593,144,607,8,8,8,8,8,8,8,8,8,8
594,84,1592,13,7,13,13,11,7,11,7,11,7
595,84,2520,7,7,7,7,19,7,7,19,19,7
596,26,1821,1,1,1,19,1,19,1,19,19,1
597,84,7499,13,8,13,8,8,13,8,8,8,13
598,84,4308,12,12,12,12,12,12,12,12,12,12
599,26,5848,18,18,12,1,18,18,18,1,1,18
600,84,745,12,12,12,12,12,12,12,12,12,12
601,84,5840,13,7,19,7,7,19,13,19,19,7
602,137,4850,16,16,16,12,12,16,12,12,12,16
603,144,2379,15,15,15,15,15,15,15,15,15,15
604,144,4369,10,10,10,10,10,10,10,10,10,10
605,114,8885,16,15,15,16,15,15,16,16,16,16
606,84,4314,11,7,11,11,7,7,11,11,7,7
607,84,5543,12,9,12,12,12,12,9,12,12,12
608,26,5320,0,15,15,0,15,0,0,15,0,15
609,84,1951,15,12,15,12,15,15,12,12,15,15
610,84,977,15,15,15,15,15,15,15,15,15,15
611,60,3337,15,15,15,15,15,15,15,15,15,15
612,139,5716,8,4,8,8,8,4,4,8,4,4
613,84,2696,12,9,9,12,9,9,9,9,12,15
614,79,3225,15,0,0,15,15,0,0,15,15,15
615,84,3261,13,19,13,19,7,19,19,11,19,11
616,84,2252,15,15,15,15,15,15,15,15,15,15
617,84,2641,15,13,15,13,13,15,13,13,13,13
618,84,5385,15,2,15,2,0,15,2,18,18,15
619,84,9045,13,13,13,13,12,13,13,12,12,13
620,84,9201,12,12,12,12,12,12,12,12,12,12
621,84,292,13,15,13,13,15,13,15,13,13,7
622,84,357,0,12,17,0,17,12,17,19,19,17
623,144,3691,15,15,15,15,15,15,15,15,15,15
624,144,4126,10,10,10,10,10,10,10,10,10,10
625,144,5206,15,15,15,15,15,15,15,15,15,15
626,84,1902,7,7,15,7,15,7,11,15,15,15
627,84,688,8,8,8,13,12,12,8,13,12,13
628,84,4490,5,15,5,4,15,5,15,15,15,4
629,84,273,12,12,18,12,18,18,18,12,12,12
630,84,9394,0,0,0,0,0,15,0,0,15,15
631,84,7033,15,0,15,12,15,0,0,0,0,12
632,84,7965,12,12,12,0,12,12,0,12,12,0
633,84,6115,15,13,13,13,13,15,13,15,15,13
634,84,4247,15,15,15,15,15,15,15,9,15,15
635,84,8994,18,18,11,11,18,18,18,18,18,11
636,84,9407,11,11,7,7,11,7,11,7,11,11
637,84,4997,12,17,18,18,18,17,12,17,18,18
638,84,4537,12,12,12,12,12,12,12,12,12,12
639,84,3302,12,12,12,12,12,12,12,12,12,12
640,74,1470,15,15,15,15,15,15,15,15,15,15
641,114,8271,4,4,15,15,15,4,15,4,15,15
642,84,3833,11,11,18,18,11,18,11,11,18,18
643,84,6564,17,2,17,12,2,2,12,2,17,17
644,84,7738,12,12,12,12,12,12,12,12,12,12
645,84,1303,9,9,9,13,13,9,9,9,9,13
646,84,6321,12,12,12,12,12,12,12,12,12,12
647,84,7039,15,15,15,15,15,15,15,15,15,15
648,84,2033,13,7,11,7,13,11,7,11,11,7
649,84,1610,18,18,18,17,12,18,17,17,12,18
650,84,1560,15,0,0,12,0,0,15,15,0,12
651,84,5992,13,13,7,7,7,7,13,7,7,7
652,84,2561,12,18,18,18,18,18,12,12,18,12
653,67,3145,8,8,8,8,8,8,8,8,8,8
654,84,6969,8,12,8,12,12,12,8,12,12,12
655,84,8771,15,15,15,15,15,15,15,15,15,15
656,84,6706,7,19,13,19,13,11,7,19,11,13
657,84,800,15,15,15,15,15,15,15,15,15,15
658,84,8500,15,15,12,12,0,0,12,0,12,0
659,96,5579,15,9,15,9,9,9,15,15,15,15
660,52,5903,9,7,13,13,9,12,9,7,12,9
661,84,3529,9,15,13,15,9,0,9,0,13,15
662,84,3938,12,9,9,12,12,9,12,12,12,12
663,84,6698,15,2,13,13,15,9,2,13,15,15
664,79,2233,12,12,12,12,12,12,12,12,12,12
665,144,2396,9,9,9,7,9,15,15,15,15,7
666,114,1929,9,12,13,7,9,12,12,13,12,7
667,79,294,13,8,13,13,13,8,8,8,13,13
668,84,8265,19,19,19,19,19,19,13,19,13,13
669,84,2722,12,18,12,12,18,18,12,18,18,18
670,84,5619,13,13,13,15,15,13,15,15,15,13
671,84,8346,18,17,18,15,17,17,18,17,18,18
672,84,2294,7,9,7,12,12,7,7,12,7,12
673,26,4456,18,1,2,11,18,11,11,2,1,11
674,144,5015,0,0,0,15,15,0,0,15,15,15
675,26,4962,13,8,8,8,13,13,13,8,13,13
676,84,3953,0,0,12,12,12,15,15,0,15,12
677,84,9097,15,15,15,15,15,15,15,15,15,15
678,144,3046,15,15,15,15,15,15,15,15,15,15
679,124,726,16,0,16,11,16,16,15,11,0,15
680,115,4100,0,12,12,15,15,15,0,12,0,15
681,77,5444,0,12,0,2,2,12,2,2,0,12
682,83,7163,0,2,2,2,0,0,2,0,0,2
683,63,9430,12,12,12,12,2,2,2,2,2,2
684,37,7593,15,15,15,0,15,0,0,15,0,15
685,65,8684,13,15,4,0,0,4,4,4,15,13
686,43,2274,13,13,13,4,13,4,13,4,4,4
687,69,6581,12,0,0,0,0,0,12,12,12,12
688,141,8700,13,13,15,15,15,13,13,15,13,15
689,69,5808,12,0,2,2,2,12,0,0,12,0
690,67,3707,7,4,0,4,13,13,4,13,13,7
691,66,3019,15,0,12,0,15,15,12,15,0,15
692,67,4438,12,12,9,9,12,12,9,9,9,12
693,118,7772,4,9,0,13,9,9,0,9,13,9
694,34,9180,15,15,0,0,15,15,15,15,15,0
695,138,8955,4,4,14,14,14,14,14,14,4,14
696,137,7036,15,2,2,2,0,15,15,0,15,2
697,43,7602,0,0,0,12,0,12,12,0,12,0
698,108,8756,12,0,12,15,12,12,12,15,0,12
699,53,8179,18,15,15,18,15,15,15,18,18,15
700,141,9510,2,2,2,2,2,2,2,2,2,2
701,53,393,18,11,17,18,18,18,17,11,2,2
702,53,596,15,16,16,16,15,16,0,16,0,16
703,105,3262,12,12,12,12,12,12,12,12,12,12
704,57,1771,0,15,0,14,14,0,15,0,15,0
705,138,4498,15,4,15,4,4,15,4,15,4,4
706,139,4501,15,11,15,15,19,11,11,11,15,15
707,57,6051,15,15,15,15,15,15,15,15,15,15
708,53,576,12,12,12,12,12,12,12,12,12,12
709,115,8361,0,13,13,4,15,4,13,0,15,4
710,115,1505,13,13,14,13,4,13,13,15,4,4
711,86,4580,0,13,13,0,13,13,0,0,13,0
712,98,8037,13,0,13,4,0,13,4,13,13,4
713,63,8664,15,15,0,0,0,15,0,15,15,15
714,97,1472,0,4,9,9,0,4,4,9,4,0
715,57,8102,12,12,12,12,12,12,12,12,12,12
716,108,1485,2,12,12,12,12,2,12,2,2,2
717,53,1338,0,12,12,0,12,0,12,12,0,0
718,63,2642,0,12,0,0,0,12,0,12,12,12
719,65,1779,2,2,2,2,2,2,2,2,2,2
720,111,843,7,7,11,7,11,7,7,0,11,0
721,115,4113,11,11,11,11,11,11,11,11,11,11
722,141,5473,14,4,4,4,14,14,9,4,14,9
723,145,9216,0,17,17,15,0,15,0,17,15,15
724,31,665,15,15,15,15,15,15,15,15,15,15
725,76,3453,2,2,12,0,2,0,12,2,12,12
726,34,6831,16,12,16,15,15,15,16,12,12,12
727,88,1229,12,0,12,0,0,0,0,12,12,12
728,30,2170,5,15,0,15,0,15,5,15,5,0
729,97,161,15,15,15,15,15,15,15,15,15,15
730,69,230,12,9,9,9,12,12,12,9,12,12
731,115,3122,12,12,0,12,0,0,12,0,0,0
732,30,7527,12,11,12,11,11,12,12,12,11,12
733,86,6937,17,18,17,15,17,15,18,17,0,17
734,53,4321,15,15,15,15,15,15,15,15,15,15
735,111,6254,0,12,0,0,0,12,0,0,12,12
736,138,8675,15,15,15,0,15,15,15,15,0,15
737,69,7311,15,15,15,15,15,15,15,15,15,15
738,88,370,15,15,15,15,15,15,15,15,15,15
739,49,7988,2,2,2,2,2,2,2,2,2,2
740,76,3143,4,13,15,13,15,15,4,13,15,13
741,139,8687,8,19,13,8,19,13,19,13,19,13
742,83,4020,11,11,11,11,11,12,0,12,16,16
743,108,1024,15,15,15,12,0,15,11,12,12,0
744,65,3957,15,15,15,15,15,15,15,15,15,15
745,138,7479,15,15,15,15,15,12,12,12,12,15
746,41,878,0,0,0,16,0,0,16,0,0,16
747,26,6682,15,15,15,16,16,15,16,15,16,16
748,79,1728,15,15,15,15,15,15,15,15,15,15
749,97,3408,15,15,15,15,15,15,15,15,15,15
750,84,4790,12,15,12,12,15,12,12,15,12,12
751,84,8465,18,18,11,18,18,11,18,11,11,18
752,79,6517,15,0,15,0,15,15,15,0,0,0
753,84,8691,15,12,15,12,12,15,12,15,12,12
754,84,5533,13,7,7,7,13,11,13,13,7,11
755,84,7034,15,15,15,15,15,15,15,15,15,15
756,84,6497,15,15,15,15,15,15,15,15,15,15
757,84,9560,15,12,15,15,12,12,12,15,15,15
758,84,7568,7,15,7,9,9,9,9,15,15,15
759,84,9409,7,9,7,7,7,9,7,9,9,9
760,84,4296,14,9,14,9,9,14,14,14,9,14
761,84,1239,15,15,13,13,15,13,13,15,15,15
762,84,4387,7,7,7,13,7,7,7,13,7,13
763,84,7793,18,18,12,18,18,12,12,12,12,12
764,84,7494,15,15,15,15,15,15,15,15,15,15
765,70,695,18,5,18,18,18,5,5,18,12,5
766,97,3866,11,5,11,5,5,5,5,5,5,11
767,70,3449,18,11,17,17,18,17,18,17,18,17
768,95,9545,12,12,18,18,12,18,18,12,12,18
769,102,3254,0,17,17,17,18,12,17,12,18,12
770,63,8956,15,18,15,18,18,15,15,15,15,18
771,37,2923,18,12,0,12,0,0,0,12,12,18
772,66,9091,15,18,12,12,18,18,12,18,18,12
773,114,3876,15,18,15,18,11,11,18,11,11,15
774,67,7941,12,12,12,18,12,18,12,18,12,12
775,66,6091,18,18,11,11,18,18,18,11,11,18
776,72,5244,18,12,12,18,12,12,4,12,18,4
777,43,5389,11,11,15,19,19,11,15,19,19,11
778,114,5458,12,12,12,12,12,12,12,12,12,12
779,144,8813,12,18,12,12,18,12,18,18,12,12
780,57,3666,18,2,18,2,0,18,17,0,2,2
781,139,5663,2,1,1,2,1,1,1,1,1,18
782,98,1617,1,18,1,2,1,18,18,1,2,2
783,118,9047,17,1,2,18,18,17,17,18,1,17
784,80,7850,15,11,11,11,11,15,15,11,11,15
785,137,7713,2,2,17,18,18,2,18,2,12,18
786,138,3890,2,2,1,1,18,2,18,18,2,18
787,29,5192,18,2,18,1,2,1,11,11,2,18
788,25,4441,2,11,18,18,11,18,2,18,11,11
789,83,2709,1,18,17,1,18,1,17,11,18,1
790,116,3823,15,18,15,1,18,18,18,1,1,15
791,84,1061,15,15,13,15,9,12,12,9,12,9
792,72,7009,2,0,0,2,2,2,2,2,2,0
793,42,1072,13,9,7,7,7,7,13,9,7,9
794,52,6277,19,13,13,19,8,7,8,13,7,19
795,84,1342,15,15,15,15,15,15,15,15,15,15
796,84,7737,15,15,15,15,15,15,15,15,15,15
797,84,9597,15,12,15,15,15,12,15,15,12,12
798,84,5607,0,0,15,15,0,0,0,15,15,15
799,84,669,15,0,0,15,0,15,0,0,15,15
800,84,8960,15,7,7,15,7,7,13,15,7,15
801,84,3622,7,11,11,7,7,7,11,11,11,11
802,84,2459,15,15,10,10,10,10,15,15,15,10
803,84,1541,15,15,15,15,15,15,15,15,15,15
804,84,8251,15,15,0,9,0,15,9,9,15,0
805,84,3111,15,15,15,15,15,15,15,15,15,15
806,79,4109,13,13,13,13,13,13,13,13,13,13
807,84,3932,15,15,15,15,15,15,15,15,15,15
808,84,2347,0,2,0,2,0,2,12,2,0,2
809,84,7097,0,0,0,0,0,15,0,15,0,0
810,84,813,15,12,15,15,12,12,15,15,15,12
811,84,4072,13,13,13,13,13,13,13,13,13,13
812,84,2802,2,0,1,2,12,18,2,18,2,2
813,31,4127,2,12,12,0,2,0,12,0,0,2
814,145,2666,9,9,14,14,14,9,9,9,9,14
815,25,9380,12,18,18,2,12,12,18,2,17,17
816,37,5769,13,13,8,15,8,13,15,13,13,15
817,60,8447,12,19,12,19,12,12,12,19,12,12
818,25,8725,12,16,16,16,16,16,12,16,16,12
819,42,7716,12,12,9,9,9,9,12,9,12,9
820,71,3462,12,12,12,12,12,12,12,12,12,12
821,105,5548,12,12,12,12,12,12,0,0,2,12
822,96,2518,15,15,15,15,15,15,15,15,15,15
823,72,1968,12,12,12,12,2,2,2,2,2,12
824,74,6476,9,9,9,9,15,15,9,9,9,9
825,65,7948,11,11,11,11,11,11,15,15,15,11
826,43,5405,4,4,13,13,9,9,13,4,4,4
827,101,1489,15,2,2,15,0,0,2,15,0,15
828,52,7814,9,13,13,13,13,4,9,4,9,9
829,85,7244,15,16,15,16,16,15,16,16,16,16
830,47,6606,12,12,12,12,12,12,12,12,12,12
831,52,3695,13,13,4,4,4,4,13,9,13,13
832,80,9383,15,15,15,15,15,15,15,15,15,15
833,52,1049,15,15,0,0,13,13,15,0,0,13
834,52,4534,15,15,15,15,15,15,15,15,15,15
835,105,4734,15,15,15,15,15,15,15,15,15,15
836,105,8751,18,15,19,18,15,19,19,15,19,15
837,111,7271,15,15,15,17,17,18,17,18,17,18
838,123,2498,0,0,15,0,0,15,0,15,0,7
839,85,3525,7,7,0,7,0,0,0,7,7,0
840,97,4410,15,15,15,15,15,15,15,15,15,15
841,83,3791,15,15,15,15,15,15,15,15,15,15
842,84,5789,8,8,8,8,8,8,8,8,8,8
843,80,3693,12,12,12,12,12,12,12,12,12,12
844,84,4814,10,10,10,10,10,10,10,10,10,10
845,84,8952,7,15,15,7,15,12,15,7,15,7
846,84,8533,9,15,15,9,15,15,9,15,15,9
847,26,3425,15,15,15,15,15,15,15,15,15,15
848,84,2851,15,15,15,15,15,15,15,15,15,15
849,26,7823,15,15,15,15,15,15,15,15,15,15
850,84,2385,12,15,12,12,12,12,15,12,12,15
851,26,2078,15,15,15,15,15,15,15,15,15,15
852,84,5149,10,10,10,10,10,10,10,10,10,10
853,116,9177,15,15,15,15,15,15,15,15,15,15
854,70,6027,9,12,12,9,12,12,9,9,9,12
855,80,8656,17,17,17,12,17,12,17,17,12,17
856,47,7987,13,7,13,11,7,13,19,7,7,11
857,130,1497,8,8,8,8,8,8,8,8,8,8
858,116,7304,7,19,7,19,11,7,19,7,13,19
859,130,8683,8,4,8,8,8,4,4,4,4,4
860,85,2351,4,4,4,15,4,4,15,15,4,15
861,85,552,15,15,15,15,15,15,15,15,15,15
862,130,3723,12,12,12,12,12,12,12,12,12,12
863,70,1631,12,11,12,17,17,11,12,11,17,17
864,84,934,0,0,0,0,0,0,0,0,0,0
865,84,2257,15,15,15,15,15,15,15,15,15,15
866,84,9249,10,10,10,10,10,10,10,10,10,10
867,84,6885,10,10,10,10,10,10,10,10,10,10
868,114,4693,12,1,12,18,12,9,1,18,18,1
869,105,7620,15,15,15,15,15,15,15,15,15,15
870,144,3684,12,15,15,17,17,17,1,15,1,12
871,141,4245,15,15,15,15,15,15,15,15,15,15
872,71,6740,16,16,16,16,15,16,16,16,16,15
873,96,6431,12,12,12,15,12,12,12,15,12,12
874,144,996,15,15,15,15,15,15,15,15,15,15
875,84,791,12,12,12,12,12,12,12,12,12,12
876,26,2891,7,7,7,7,7,7,7,7,7,7
877,52,1296,12,12,12,12,12,12,12,12,12,12
878,47,7562,15,15,15,15,15,15,15,15,15,15
879,47,7638,12,12,15,12,15,15,15,12,15,15
880,80,6002,0,15,12,15,15,12,15,12,12,0
881,80,6163,15,15,17,15,15,15,15,17,15,15
882,52,3975,0,0,15,0,15,0,15,0,0,0
883,63,8036,15,15,15,15,16,15,16,16,15,15
884,123,691,15,9,15,14,15,15,9,15,9,9
885,80,2296,12,12,12,12,12,12,12,12,12,12
886,84,9333,15,16,16,16,15,0,15,0,0,0
887,80,2072,15,12,15,12,15,15,12,15,12,15
888,47,6542,15,15,15,15,15,15,15,15,15,15
889,47,5703,15,15,15,15,15,15,15,15,15,15
890,52,5611,15,15,15,15,15,15,15,15,15,15
891,52,5667,12,12,0,0,0,0,12,0,0,0
892,42,1975,10,10,10,10,10,10,10,10,10,10
893,123,952,0,9,15,15,9,9,9,0,9,9
894,80,1529,10,2,2,2,10,2,10,10,10,2
895,123,911,10,10,10,10,10,10,10,10,10,10
896,70,275,15,15,15,15,15,15,15,15,15,15
897,61,967,12,12,12,12,12,12,12,12,12,12
898,130,3330,11,19,7,7,19,7,19,19,11,11
899,101,7143,11,11,7,0,17,0,12,17,0,0
900,116,2288,11,11,7,11,11,11,7,11,7,7
901,91,3944,19,19,17,17,17,19,17,19,19,17
902,85,9002,7,11,11,8,11,8,19,8,8,19
903,99,9025,7,5,11,5,5,7,7,5,5,7
904,101,4741,12,12,12,12,12,12,12,12,12,12
905,63,4778,15,15,15,15,15,15,15,15,15,15
906,23,797,16,15,15,11,15,15,16,16,11,11
907,25,7758,9,9,13,19,19,19,13,15,19,15
908,23,3760,15,15,15,15,15,15,15,15,15,15
909,71,6392,7,7,16,15,16,16,16,7,7,15
910,139,5456,5,7,15,15,5,7,5,5,15,15
911,92,8819,7,19,7,11,7,19,19,11,7,7
912,101,5306,0,0,15,15,17,0,0,15,17,15
913,49,1607,14,13,4,14,13,4,14,4,4,14
914,123,6330,15,15,9,9,9,15,9,15,9,9
915,71,1413,19,19,8,8,8,8,8,19,8,19
916,114,1287,12,17,11,17,8,7,7,12,8,17
917,42,4198,11,11,15,11,11,15,15,11,11,15
918,91,1106,16,16,16,16,15,15,15,16,16,16
919,47,7110,15,15,9,13,13,7,15,7,13,9
920,66,7266,8,8,8,8,9,9,9,9,9,8
921,130,7709,12,7,12,2,7,2,2,2,7,7
922,102,2717,9,15,15,15,15,9,9,9,9,9
923,101,3900,16,16,16,15,15,16,16,15,15,15
924,47,6577,1,19,19,18,18,19,1,19,18,1
925,47,4216,16,0,7,15,16,7,15,16,15,15
926,81,2823,15,15,15,15,15,15,15,15,15,15
927,77,651,15,0,15,0,15,15,15,15,0,0
928,81,403,15,9,15,15,9,9,15,15,9,15
929,130,8841,15,15,15,15,15,15,15,15,15,15
930,29,1434,0,12,0,0,0,12,0,0,12,12
931,92,1619,15,15,15,15,15,15,15,15,15,15
932,71,7018,19,15,4,15,19,19,4,19,15,4
933,116,1008,16,7,7,16,7,15,16,16,16,15
934,60,827,12,9,9,12,9,9,12,12,9,12
935,25,6253,0,0,15,15,15,0,15,15,15,0
936,123,5052,0,15,12,0,15,12,0,15,0,0
937,63,1712,15,15,15,15,15,15,15,15,15,15
938,92,3375,12,12,12,12,12,12,12,12,12,12
939,81,7478,19,13,13,19,13,19,19,13,19,7
940,52,2191,17,8,17,12,12,12,12,12,17,12
941,47,1007,15,16,15,16,16,15,16,16,16,15
942,123,6528,12,15,12,15,15,15,12,12,12,15
943,71,4712,0,15,0,0,12,15,12,15,0,15
944,123,5194,9,13,14,14,15,14,9,15,13,9
945,47,6541,15,15,15,15,15,15,15,15,15,15
946,74,7190,0,15,0,0,0,0,0,12,15,12
947,65,7865,9,9,13,13,9,9,14,13,13,13
948,123,6751,7,13,7,9,7,0,7,13,0,0
949,63,867,11,16,15,15,15,15,15,11,11,11
950,118,1038,15,17,17,15,17,17,17,17,15,15
951,102,8367,13,14,9,14,4,14,9,9,13,13
952,83,4904,15,15,15,13,13,15,13,13,13,13
953,131,4544,11,7,15,7,7,7,7,7,11,5
954,101,2569,8,19,19,19,19,8,12,12,19,12
955,110,7155,16,16,2,16,12,12,12,12,16,16
956,91,8088,12,0,0,12,12,0,0,0,12,12
957,130,1316,8,8,8,8,8,8,8,8,8,8
958,85,2069,11,11,11,15,11,11,11,15,15,15
959,59,3976,14,9,13,13,14,13,14,13,14,13
960,101,7942,12,12,8,12,12,12,7,8,7,17
961,118,9403,7,16,15,15,11,7,7,11,15,7
962,61,7066,15,15,15,15,15,15,16,15,16,16
963,116,4218,7,15,0,15,4,0,4,13,13,4
964,114,1482,12,12,12,0,0,17,0,12,0,0
965,52,4044,15,15,15,5,15,5,5,15,5,15
966,23,4942,16,13,13,9,13,13,9,13,16,13
967,123,1142,12,12,15,15,15,12,15,15,15,12
968,141,5286,12,12,4,12,4,12,4,12,12,13
969,91,7685,19,11,11,11,11,12,19,12,12,12
970,80,7745,9,9,15,12,15,15,12,15,9,15
971,64,2921,16,16,16,15,16,16,16,16,15,15
972,85,6634,14,14,15,12,12,12,15,14,15,14
973,42,3898,7,19,19,11,19,7,19,7,11,1
974,85,6791,7,11,17,17,17,11,7,11,17,17
975,74,2685,15,15,15,15,15,15,15,15,15,15
976,123,9030,0,12,15,12,12,15,0,15,0,0
977,102,2604,12,17,17,12,17,12,12,12,12,12
978,80,731,15,15,15,15,12,12,12,15,15,15
979,80,1386,15,15,15,15,15,15,15,15,15,15
980,115,7207,16,12,16,15,12,15,15,15,12,15
981,115,1126,17,17,1,1,17,1,18,1,17,2
982,77,9109,15,5,15,5,15,15,15,15,5,5
983,86,3026,14,14,14,14,14,9,4,9,9,4
984,47,1823,12,12,12,12,12,12,12,12,12,12
985,130,1075,15,0,15,15,15,15,0,0,15,15
986,67,6923,11,7,7,11,15,11,15,15,7,15
987,81,2213,12,12,12,12,12,12,12,12,12,12
988,92,154,10,10,10,10,10,10,10,10,10,10
989,101,5034,0,15,15,15,15,0,0,15,0,0
990,47,5904,11,11,7,11,11,11,11,11,7,7
991,71,1123,12,15,12,15,15,12,15,12,15,15
992,105,8467,15,15,15,15,15,15,15,15,15,15
993,42,6829,15,15,15,15,15,15,15,15,15,15
994,85,6587,0,15,15,0,0,0,15,0,15,0
995,91,6039,12,12,12,12,12,12,12,12,12,12
996,105,6220,15,15,15,2,15,2,2,2,15,2
997,81,5711,16,16,15,15,16,15,15,16,16,16
998,91,7591,12,15,15,15,12,12,12,12,12,12
999,30,2368,15,19,19,15,15,19,15,15,19,19
1000,47,6567,18,17,15,15,17,18,15,18,18,17
1001,70,6092,11,15,15,11,11,11,15,11,11,11
1002,95,3647,5,7,7,7,5,7,5,7,5,5
1003,81,2126,0,0,15,15,15,15,0,0,15,0
1004,80,8344,11,15,11,19,11,11,19,15,11,19
1005,47,2248,12,0,12,0,0,12,12,12,12,0
1006,84,4955,10,10,10,10,10,10,10,10,10,10
1007,84,4474,15,15,15,15,15,15,15,15,15,15
1008,26,4429,15,12,12,12,15,12,12,12,15,15
1009,52,5577,13,13,8,19,13,8,19,8,19,13
1010,116,7206,12,13,8,8,8,13,12,8,13,13
1011,52,5800,8,8,8,8,8,8,8,8,8,8
1012,92,5573,8,8,8,8,8,8,8,8,8,8
1013,84,9241,8,8,8,8,8,8,8,8,8,8
1014,114,5200,8,8,8,8,8,8,8,8,8,8
1015,105,4419,8,8,8,8,8,8,8,8,8,8
1016,71,1044,8,13,8,13,15,13,15,8,13,4
1017,123,4829,8,8,8,8,8,8,8,8,8,8
1018,102,5249,8,8,8,8,8,8,8,8,8,8
1019,85,5486,8,8,8,8,8,8,8,8,8,8
1020,29,3306,8,8,8,8,8,8,8,8,8,8
1021,101,7224,13,13,8,13,8,13,8,13,13,8
1022,118,4577,8,8,13,8,13,13,8,8,13,8
1023,65,5178,8,19,19,19,8,8,8,19,8,8
1024,116,4729,4,8,4,4,8,8,4,4,8,4
1025,80,521,13,13,8,8,13,13,8,13,8,13
1026,98,2453,8,8,15,13,8,15,15,15,13,8
1027,52,6748,13,8,0,17,0,13,17,8,0,13
1028,76,1735,8,19,8,15,8,15,8,19,8,8
1029,94,8197,8,8,8,8,8,8,8,8,8,8
1030,52,6525,8,8,13,8,13,8,13,8,13,13
1031,80,4826,13,13,13,13,13,13,13,13,13,13
1032,23,4826,9,13,15,13,13,15,15,15,9,9
1033,94,1468,13,17,13,8,17,13,8,8,13,15
1034,105,4606,17,15,8,8,17,8,15,8,8,15
1035,81,997,8,13,8,13,13,8,13,8,13,8
